id,category,value,score,timestamp,is_active
1,Category_2,78.57225573035124,0.4003555942699585,2024-01-01 00:00:00,True
2,Category_0,124.3163861963435,0.8703959082257019,2024-01-01 01:00:00,False
3,Category_2,75.14101787620666,0.35916182428041876,2024-01-01 02:00:00,True
4,Category_2,132.2353067733268,0.6002530329335051,2024-01-01 03:00:00,True
5,Category_0,78.89766408634223,0.11805450726005196,2024-01-01 04:00:00,True
6,Category_0,96.73078247498682,0.056274988111240765,2024-01-01 05:00:00,True
7,Category_2,114.38918959281594,0.4119939894921726,2024-01-01 06:00:00,True
8,Category_1,64.58323684052004,0.5789165325927175,2024-01-01 07:00:00,False
9,Category_2,131.78063073938694,0.39269911335894137,2024-01-01 08:00:00,False
10,Category_2,88.29496815056832,0.577735770160842,2024-01-01 09:00:00,True
11,Category_2,101.08204280620812,0.515084376171785,2024-01-01 10:00:00,False
12,Category_2,120.35961778726848,0.6857072292860759,2024-01-01 11:00:00,True
13,Category_0,83.72396659325362,0.6495324310653898,2024-01-01 12:00:00,True
14,Category_2,120.22394993649176,0.42424570320658006,2024-01-01 13:00:00,True
15,Category_1,131.29139723750535,0.42499524041986325,2024-01-01 14:00:00,False
16,Category_0,85.78733915608517,0.140778340012232,2024-01-01 15:00:00,True
17,Category_1,128.45629103360085,0.5132385720964592,2024-01-01 16:00:00,True
18,Category_1,63.68708516370869,0.5871791281356967,2024-01-01 17:00:00,False
19,Category_1,107.10312478948049,0.4764893973538262,2024-01-01 18:00:00,True
20,Category_1,83.37929712792089,0.325707335086999,2024-01-01 19:00:00,True
21,Category_0,123.00051122178292,0.7216485442517359,2024-01-01 20:00:00,True
22,Category_0,115.2195752245385,0.07466164464522407,2024-01-01 21:00:00,True
23,Category_1,141.97342803506322,0.9144403697540473,2024-01-01 22:00:00,True
24,Category_1,128.53907150641115,0.020643439545793285,2024-01-01 23:00:00,True
25,Category_0,97.00370429357545,0.9623501334382779,2024-01-02 00:00:00,False
26,Category_0,78.28152164857694,0.46235560093466244,2024-01-02 01:00:00,True
27,Category_0,111.6617667274508,0.4126699440035412,2024-01-02 02:00:00,True
28,Category_2,97.78047385460965,0.2564440174631881,2024-01-02 03:00:00,True
29,Category_2,128.57029870870872,0.010071134832283168,2024-01-02 04:00:00,False
30,Category_2,55.12437759977342,0.27479026442179977,2024-01-02 05:00:00,False
31,Category_1,136.83229495285474,0.10939992546033395,2024-01-02 06:00:00,True
32,Category_2,113.4140334916687,0.6598208426933947,2024-01-02 07:00:00,True
33,Category_1,-256.9917701005755,0.31907497232072624,2024-01-02 08:00:00,False
34,Category_1,122.70857829865066,0.7671793284036615,2024-01-02 09:00:00,False
35,Category_2,121.17681201121947,0.20691618734611694,2024-01-02 10:00:00,True
36,Category_1,100.67613369263199,0.9002348574321095,2024-01-02 11:00:00,True
37,Category_2,69.35932683973601,0.5229815151058326,2024-01-02 12:00:00,True
38,Category_2,95.55547927887807,0.11450619646898141,2024-01-02 13:00:00,True
39,Category_0,127.29977316433218,0.40084523565347896,2024-01-02 14:00:00,False
40,Category_2,115.82545220978021,0.20676052406976164,2024-01-02 15:00:00,True
41,Category_0,87.17147765331914,0.1996854261681792,2024-01-02 16:00:00,True
42,Category_2,127.19354815599155,0.5063697376522089,2024-01-02 17:00:00,True
43,Category_2,115.83442078674143,0.6718920156363726,2024-01-02 18:00:00,True
44,Category_0,116.23568383417562,0.9116182055034282,2024-01-02 19:00:00,True
45,Category_0,90.05324939012927,0.5021620107636534,2024-01-02 20:00:00,True
46,Category_2,96.08700399300278,0.9658387750583302,2024-01-02 21:00:00,True
47,Category_1,65.89291344015903,0.9416348520733687,2024-01-02 22:00:00,True
48,Category_0,82.29183855559253,0.8650625299843604,2024-01-02 23:00:00,True
49,Category_1,116.94146487728524,0.49997726496241857,2024-01-03 00:00:00,False
50,Category_1,104.18470879743117,0.14090394368798353,2024-01-03 01:00:00,False
51,Category_1,104.45238149806335,0.21790446981538492,2024-01-03 02:00:00,True
52,Category_0,127.08347704997242,0.6476700027119756,2024-01-03 03:00:00,False
53,Category_1,111.61742143536988,0.4217549802841961,2024-01-03 04:00:00,True
54,Category_0,108.38899597320044,0.1468016317539964,2024-01-03 05:00:00,True
55,Category_1,73.5982941398063,0.4789939336393104,2024-01-03 06:00:00,False
56,Category_2,93.27066359606917,0.017430545502045924,2024-01-03 07:00:00,True
57,Category_2,132.4278412325156,0.7338953708995932,2024-01-03 08:00:00,True
58,Category_0,99.4076457344509,0.07358129448969086,2024-01-03 09:00:00,False
59,Category_2,718.0249977861181,0.629113619912119,2024-01-03 10:00:00,False
60,Category_2,84.84522491469703,0.7930103076255994,2024-01-03 11:00:00,True
61,Category_1,101.59769665042457,0.13264387445396553,2024-01-03 12:00:00,False
62,Category_0,94.53834525192921,0.5186386906660125,2024-01-03 13:00:00,True
63,Category_1,113.54180023826565,0.7790675143594696,2024-01-03 14:00:00,True
64,Category_1,111.94518613680818,0.2606334547570014,2024-01-03 15:00:00,True
65,Category_1,109.47818381048498,0.1629165930016191,2024-01-03 16:00:00,True
66,Category_1,114.05671550595724,0.33681911096745687,2024-01-03 17:00:00,True
67,Category_1,109.9147400458673,0.5546991765833158,2024-01-03 18:00:00,True
68,Category_1,94.74165605303263,0.57527959485475,2024-01-03 19:00:00,True
69,Category_1,62.13489774467202,0.130876333457687,2024-01-03 20:00:00,True
70,Category_0,110.77272667638591,0.45756884767397166,2024-01-03 21:00:00,True
71,Category_2,100.4335235011634,0.26828219553948784,2024-01-03 22:00:00,True
72,Category_1,97.9111803145549,0.8420242180649508,2024-01-03 23:00:00,False
73,Category_1,101.11318897253369,0.31357513206403076,2024-01-04 00:00:00,True
74,Category_1,99.65091848742239,0.8387045245338596,2024-01-04 01:00:00,True
