id,category,value,score,timestamp,is_active
1,Category_3,82.49846322004838,0.03674687662355414,2024-01-01 00:00:00,True
2,Category_4,90.28947959549237,0.2604352334235025,2024-01-01 01:00:00,True
3,Category_2,145.1033179575456,0.2131228001055584,2024-01-01 02:00:00,True
4,Category_4,81.34984738954572,0.8674356023210665,2024-01-01 03:00:00,True
5,Category_4,96.78616081457504,0.5988699772268414,2024-01-01 04:00:00,False
6,Category_1,89.06936044821416,0.7636831004497274,2024-01-01 05:00:00,True
7,Category_2,75.60252433139388,0.9568260377492805,2024-01-01 06:00:00,True
8,Category_2,108.33862865351993,0.64403927252641,2024-01-01 07:00:00,True
9,Category_2,93.05229224296792,0.9826099914047444,2024-01-01 08:00:00,False
10,Category_4,118.52877654044909,0.3117640516521296,2024-01-01 09:00:00,True
11,Category_3,119.17435435085147,0.18626718231289385,2024-01-01 10:00:00,True
12,Category_2,116.40349641832896,0.40330988799291145,2024-01-01 11:00:00,False
13,Category_4,82.71048927982062,0.470799414935808,2024-01-01 12:00:00,True
14,Category_1,112.05286322163364,0.8953615428525851,2024-01-01 13:00:00,True
15,Category_3,120.44280305066331,0.5599404390366763,2024-01-01 14:00:00,True
16,Category_1,82.53218627793868,0.292180999418017,2024-01-01 15:00:00,True
17,Category_3,90.99831983142792,0.7426342828675209,2024-01-01 16:00:00,True
18,Category_4,74.79716474581005,0.5058319371390709,2024-01-01 17:00:00,True
19,Category_0,120.70969443800823,0.16213194527517016,2024-01-01 18:00:00,False
20,Category_3,112.64335005199038,0.5768197875912522,2024-01-01 19:00:00,False
21,Category_1,130.0845724434709,0.9113945368072839,2024-01-01 20:00:00,False
22,Category_4,98.4978658213324,0.8426226174758201,2024-01-01 21:00:00,True
23,Category_3,105.63225678712018,0.5868099726353311,2024-01-01 22:00:00,True
24,Category_0,114.18851698001868,0.37708317388498813,2024-01-01 23:00:00,False
25,Category_0,85.40640947001854,0.08697875106421116,2024-01-02 00:00:00,True
26,Category_2,79.38542264666951,0.4696489233316238,2024-01-02 01:00:00,False
27,Category_2,84.88007567462452,0.7520794375295792,2024-01-02 02:00:00,True
28,Category_1,96.12417084987034,0.3602737197330106,2024-01-02 03:00:00,False
29,Category_3,84.30351358026478,0.2354468255516644,2024-01-02 04:00:00,False
30,Category_3,88.09721845937335,0.9313797192709534,2024-01-02 05:00:00,True
31,Category_2,117.22796713398377,0.8215557004579924,2024-01-02 06:00:00,True
32,Category_3,96.11750931021405,0.6382756194201447,2024-01-02 07:00:00,True
33,Category_3,103.98304034186764,0.13678334392051938,2024-01-02 08:00:00,True
