id,category,value,score,timestamp,is_active
1,Category_0,120.08852446831587,0.7516439887929184,2024-01-01 00:00:00,True
2,Category_1,147.3864183262254,0.07914896073820521,2024-01-01 01:00:00,True
3,Category_0,76.56676545444743,0.8593890756806114,2024-01-01 02:00:00,True
4,Category_0,76.57115034699738,0.8215041132005579,2024-01-01 03:00:00,True
5,Category_0,132.76470492868538,0.9098716596102089,2024-01-01 04:00:00,True
6,Category_0,85.99457742717469,0.12863119750938,2024-01-01 05:00:00,True
7,Category_0,100.132766098044,0.08178008709398521,2024-01-01 06:00:00,True
8,Category_1,125.59996739684796,0.13841557278158978,2024-01-01 07:00:00,True
9,Category_1,115.5599600669096,0.3993787101028001,2024-01-01 08:00:00,True
10,Category_0,137.49996618758465,0.4243068610809919,2024-01-01 09:00:00,True
11,Category_1,131.00945703165007,0.5622183787309056,2024-01-01 10:00:00,False
12,Category_1,120.9832042036655,0.12224354963250506,2024-01-01 11:00:00,True
13,Category_0,88.30919577615732,0.20139950138137086,2024-01-01 12:00:00,True
14,Category_1,118.07374574585025,0.8116443482840215,2024-01-01 13:00:00,False
15,Category_0,103.06915563795071,0.4679875740567494,2024-01-01 14:00:00,True
16,Category_1,75.52363862287869,0.8079382094836102,2024-01-01 15:00:00,False
17,Category_0,132.74648367243364,0.007426378544613033,2024-01-01 16:00:00,False
18,Category_1,115.72725714773391,0.5515927259824055,2024-01-01 17:00:00,False
19,Category_1,100.11400655293686,0.9319321480766781,2024-01-01 18:00:00,False
20,Category_0,93.19502846183389,0.5821754591458701,2024-01-01 19:00:00,False
21,Category_0,75.99043940117578,0.20609572744527416,2024-01-01 20:00:00,True
22,Category_0,106.18658952601223,0.7177575622795576,2024-01-01 21:00:00,False
23,Category_1,106.75192703538531,0.3789858496989177,2024-01-01 22:00:00,True
24,Category_1,79.06803449216842,0.6683839472594598,2024-01-01 23:00:00,False
25,Category_1,122.04153568746571,0.02931972289377127,2024-01-02 00:00:00,True
26,Category_0,73.64028458225536,0.6359003593513561,2024-01-02 01:00:00,False
27,Category_1,59.2124947253893,0.032197934937924,2024-01-02 02:00:00,False
28,Category_0,119.42896923850982,0.744780655141766,2024-01-02 03:00:00,False
29,Category_0,86.31471322793696,0.4729130022384551,2024-01-02 04:00:00,True
30,Category_0,96.36372918315978,0.12175435547305369,2024-01-02 05:00:00,True
31,Category_0,82.63322296280383,0.542635925788506,2024-01-02 06:00:00,True
32,Category_1,69.31815276011515,0.0667744432250047,2024-01-02 07:00:00,False
33,Category_1,124.63952783718959,0.6533648713530407,2024-01-02 08:00:00,True
34,Category_1,92.20326899854433,0.9960863273678254,2024-01-02 09:00:00,True
35,Category_0,131.55899647301894,0.7693973370739623,2024-01-02 10:00:00,True
36,Category_0,115.94646419325063,0.5737741136588245,2024-01-02 11:00:00,False
37,Category_1,93.37548322864035,0.10263525921079586,2024-01-02 12:00:00,True
38,Category_0,77.37743164669358,0.6998340747729147,2024-01-02 13:00:00,True
39,Category_0,85.80657731856017,0.6611678673279311,2024-01-02 14:00:00,True
40,Category_1,77.48168722210802,0.04909713062277632,2024-01-02 15:00:00,True
41,Category_0,146.03110224677488,0.7922993018445906,2024-01-02 16:00:00,True
42,Category_1,98.26659700919652,0.5187165908905051,2024-01-02 17:00:00,True
43,Category_0,121.37081592908936,0.4258676941999191,2024-01-02 18:00:00,True
44,Category_1,73.21991697549292,0.7881871736014655,2024-01-02 19:00:00,True
45,Category_1,106.62218690131442,0.41156922320883715,2024-01-02 20:00:00,True
46,Category_1,122.41577879630424,0.48102627550515353,2024-01-02 21:00:00,False
47,Category_0,-261.70346580755694,0.18162884267382462,2024-01-02 22:00:00,True
48,Category_0,120.9030606528273,0.32131889950642867,2024-01-02 23:00:00,False
49,Category_0,78.20082316650205,0.8455329965625688,2024-01-03 00:00:00,True
50,Category_0,73.3058437604869,0.18690374892671535,2024-01-03 01:00:00,True
51,Category_1,104.25908802494071,0.4172910609033441,2024-01-03 02:00:00,True
52,Category_1,97.91804830549638,0.9890345073952994,2024-01-03 03:00:00,True
53,Category_0,111.80461700209112,0.23659981170551936,2024-01-03 04:00:00,False
54,Category_0,59.83961846925915,0.9168323329388289,2024-01-03 05:00:00,True
55,Category_1,111.36491658948597,0.918397467805633,2024-01-03 06:00:00,True
56,Category_0,148.98651142845193,0.09129634220320182,2024-01-03 07:00:00,True
57,Category_1,-286.7827451002516,0.463652724885516,2024-01-03 08:00:00,True
58,Category_0,99.42409546935787,0.5022163353227871,2024-01-03 09:00:00,False
59,Category_0,100.52635680620811,0.31366895005212747,2024-01-03 10:00:00,True
60,Category_1,69.34197802742761,0.047339537237736984,2024-01-03 11:00:00,False
61,Category_0,102.47902550492476,0.24168563724539782,2024-01-03 12:00:00,True
62,Category_1,64.28071020860315,0.09552964155536092,2024-01-03 13:00:00,False
63,Category_0,90.16172634369754,0.23824990571241178,2024-01-03 14:00:00,True
64,Category_1,127.01282401736594,0.8077910862901561,2024-01-03 15:00:00,False
65,Category_0,83.97147855289658,0.8949782878860116,2024-01-03 16:00:00,True
66,Category_0,112.18832454212264,0.0432228920796468,2024-01-03 17:00:00,True
67,Category_0,117.09662630915332,0.301946836262719,2024-01-03 18:00:00,True
68,Category_0,105.76457172195649,0.9805821985942876,2024-01-03 19:00:00,False
69,Category_1,78.16263778242407,0.5395048225537353,2024-01-03 20:00:00,True
70,Category_0,90.25333748683956,0.6263093617098563,2024-01-03 21:00:00,True
71,Category_0,140.5310059666329,0.0055454084069045395,2024-01-03 22:00:00,False
72,Category_1,60.16133297311471,0.48490944344255926,2024-01-03 23:00:00,False
73,Category_1,87.27849543976805,0.9883285346223875,2024-01-04 00:00:00,True
74,Category_1,87.0729046326058,0.3751855274827981,2024-01-04 01:00:00,True
